time_open,time_close,side,entry,sl,tp,exit_price,R,MFE_R,MAE_R,module,gmt_hour,weekday,session_bucket,vwap_dist_atr,vwap_ext_atr,reclaim_atr,f_price_ema200,f_atr_pct,f_rel_vol,f_disp,f_h1_bias
1755108001,1755109034,BUY,24180.28,24153.31,24207.25,24153.13,-1.0067,0.5061,-0.9696,VWAPX,15,3,USOverlap,-0.9141,1.5314,0.5859,1.4543,55.2000,1.6654,1.1565,1
1755281700,1755511299,BUY,24390.73,24322.07,24459.39,24321.53,-1.0079,0.9554,-0.9933,VWAPX,15,5,USOverlap,-1.3540,3.2774,0.1460,1.8745,67.8000,0.8418,0.7124,1
1755512100,1755512809,BUY,24312.68,24278.28,24347.08,24277.33,-1.0276,0.4259,-0.9985,VWAPX,7,1,Frankfurt,-0.4556,1.5220,1.0444,-1.7346,49.6000,7.3628,1.6681,1
1755633600,1755641710,BUY,24358.02,24328.16,24387.88,24327.17,-1.0332,0.8423,-0.9997,VWAPX,17,2,Late,-0.9751,1.7278,0.5249,0.0664,65.8000,1.1487,0.7404,1
1755711900,1755715663,BUY,24255.48,24215.05,24295.91,24295.93,1.0005,0.9758,-0.7309,VWAPX,14,3,USOverlap,-1.3850,2.3128,0.1150,-2.4362,84.8000,1.7264,0.7137,-1
1755782101,1755783092,BUY,24239.72,24215.18,24264.26,24214.37,-1.0330,0.5970,-0.8293,VWAPX,10,4,London,-1.0101,1.5110,0.4899,-2.3568,77.0000,0.9126,0.2937,-1
1756144801,1756150081,BUY,24268.34,24231.23,24305.45,24305.99,1.0146,0.9876,-0.6023,VWAPX,15,1,USOverlap,-1.0675,2.0379,0.4325,-1.3421,75.0000,1.6163,2.1565,1
1756290600,1756290660,BUY,24132.04,24113.79,24150.29,24150.69,1.0219,0.9671,-0.1288,VWAPX,7,3,Frankfurt,-1.4811,1.9745,0.0189,-4.5723,47.0000,4.4211,1.9130,-1
1756382403,1756385007,BUY,24101.34,24068.54,24134.14,24067.99,-1.0168,0.2332,-0.9863,VWAPX,9,4,London,-1.1920,1.7513,0.3080,-1.3617,91.4000,1.2559,1.0741,-1
1756462500,1756465475,BUY,24034.34,23912.97,24155.71,23909.99,-1.0246,0.1125,-0.9998,VWAPX,7,5,Frankfurt,1.0466,2.8288,2.5466,-2.0323,67.2000,7.3854,2.8898,-1
1756735200,1756751465,BUY,24001.78,23965.65,24037.91,24038.23,1.0089,0.9812,-0.4857,VWAPX,11,1,Midday,-0.6200,1.5837,0.8800,-0.7397,57.6000,0.6867,0.5247,-1
1756809900,1756810443,BUY,23803.08,23775.45,23830.71,23774.53,-1.0333,0.5592,-0.9971,VWAPX,7,2,Frankfurt,-1.2634,1.5520,0.2366,-4.5996,96.4000,3.3472,3.1951,-1
1756895400,1756897380,BUY,23549.49,23505.76,23593.22,23594.14,1.0210,0.9982,-0.5568,VWAPX,7,3,Frankfurt,-1.0495,2.3148,0.4505,-8.8128,56.4000,4.0897,1.5033,-1
1757069100,1757086228,BUY,23838.18,23752.31,23924.05,23751.63,-1.0079,0.2265,-0.8915,VWAPX,7,5,Frankfurt,0.6178,1.5784,2.1178,2.3824,72.2000,2.7306,1.9767,1
1757342700,1757343548,BUY,23729.08,23702.84,23755.32,23702.53,-1.0118,0.0000,-0.9737,VWAPX,11,1,Midday,-1.1610,1.8844,0.3390,-0.2800,49.2000,0.7374,0.6240,-1
